molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm,logS
5-fluorouracil,6,0,0,0,0,0,0,-1,130.078,5.027,277.816,0,179.194,54.106,44.516,403.228,2,3.5,0.0626637,0.0178166,0.9501121,10.5,3.928,9.01,8.367,-0.89,-1.07,-0.924,-2.597,197.971,-0.651,150.631,-4.631,9.821,0.87,0,-0.744,2,62.442,44.516,0,86.791,4,0,6,0,6,0,9,-1.07
ethylchloride,13,0,0,0,0,0,0,2,64.514,2.545,227.238,153.669,0,0,73.569,301.86,0,0,0.0214612,0,0.957681,5.926,1.504,1.245,0.292,1.43,-1.06,-0.959,-2.217,9906.038,0.5,10000,-1.52,10.418,-1.242,0,-0.506,3,100,0,0,0,0,0,0,0,0,0,3,-1.06
1;2-dichloroethane,13,0,0,0,0,0,0,1,98.96,3.532,249.925,112.04,0,0,137.886,344.815,0,0,0.0361883,0,0.9515065,7.645,2.41,2.349,0.369,1.48,-1.06,-1.406,-2.317,9906.038,0.416,10000,-1.52,10.511,-0.889,0,-0.381,3,100,0,0,0,0,0,0,0,0,0,4,-1.06
acetaminophen,0,0,0,0,0,2,0,0,151.165,3.719,370.672,94.25,110.826,165.596,0,568.514,2,3.25,0.0243286,0.0123996,0.8953707,16.895,5.781,10.037,8.181,0.51,-1.02,-1.361,-4.015,880.924,-0.479,431.355,-2.787,8.474,-0.024,1,-0.518,3,76.716,0,0,60.687,3,0,6,0,6,0,11,-1.02
PNU0141881,0,0,0,0,1,2,0,-1,348.416,11.66,622.581,311.646,149.538,137.951,23.446,1084.644,1,10,0.1253378,0.0160622,0.8200261,37.287,10.684,20.878,18.186,0.639,-1.02,-1.269,-3.728,10.055,-0.982,232.525,-3.598,8.858,0.524,3,-0.803,2,44.538,0,22.044,99.125,6,0,17,0,17,5,24,-1.02
PNU0179745,0,0,0,0,1,2,0,0,208.219,7.22,459.312,189.233,122.394,147.685,0,733.921,1,6.2,0.071029,0.0134985,0.8566899,23.344,6.985,13.019,12.418,0.063,-1.01,-0.997,-3.181,357.115,-0.669,328.295,-3.063,9.581,1.043,1,-0.916,3,67.029,0,35.481,82.197,6,0,10,0,10,2,15,-1.01
3-methyl-3-hexanol597-96-6,7,0,0,0,0,4,0,1,116.203,1.887,355.851,327.305,28.546,0,0,556.672,1,0.75,0.0063982,0.0021076,0.9196658,13.556,3.918,5.123,2.091,2.309,-1,-1.41,-2.832,5311.295,0.097,3007.501,-1.662,11.035,-2.973,1,-0.23,3,92.918,0,0,18.289,1,0,0,0,0,0,8,-1
benzonitrile,6,0,0,0,0,1,0,0,103.123,5.696,304.151,0,71.99,232.161,0,445.8,0,1.5,0.0727823,0,0.9279023,13.262,4.485,5.591,3.777,1.56,-1,-1.877,-3.806,2056.909,-0.054,1078.694,-1.932,10.049,0.581,0,-0.532,3,85.958,0,0,25.794,1,0,6,0,6,0,8,-1
p-hydroxybenzaldehyde,3,0,0,0,0,2,0,-1,122.123,4.746,314.438,17.994,132.153,164.291,0,472.356,1,2.75,0.0476762,0.0087458,0.9328464,13.034,5.019,7.457,6.224,1.35,-0.96,-1.01,-3.402,552.963,-0.57,260.756,-3.184,9.453,0.469,1,-0.637,2,71.645,0,0,59.829,2,0,6,0,6,0,9,-0.96
benzamide,2,0,0,0,0,1,0,-1,121.138,5.085,312.996,0,110.709,202.288,0,470.375,2,2.5,0.0549633,0.0112958,0.9345198,13.96,5.36,9.192,7.772,0.616,-0.969,-0.953,-3.556,883.18,-0.342,432.55,-2.751,9.836,0.304,1,-0.607,2,76.701,0,0,52.643,2,0,6,0,6,0,9,-0.96
minocycline10118-90-8,1,1,0,0,0,7,0,-2,457.482,9.233,698.991,321.743,297.094,80.154,0,1307.854,2,8.5,0.0651819,0.0171974,0.8274333,42.457,13.469,22.965,13.725,0.312,-1.466,-5.044,-5.433,3.762,-2.353,1.311,-8.103,8.913,0.934,10,0.22,1,26.869,0,0,183.004,10,1,18,0,18,6,33,-0.94
5-fluorocytosine2022-85-7,4,0,0,0,0,1,0,-1,129.094,9.617,285.086,0,174.3,66.975,43.81,413.808,3,4,0.2235036,0.0243021,0.9420081,10.404,4.238,12.851,10.175,-0.526,-0.93,-0.742,-2.79,220.297,-0.699,167.577,-4.4,8.892,0.796,1,-0.793,2,61.224,43.81,0,80.745,4,0,6,0,6,0,9,-0.93
methane,15,0,0,0,0,0,0,2,16.043,0,162.113,162.113,0,0,0,189.51,0,0,0,0,0.984239,1.43,-0.136,-0.908,-1.734,1.09,-0.9,-0.664,-1.787,9906.038,0.517,5899.293,-1.928,13.629,-4.227,0,-0.832,3,100,0,0,0,0,0,0,0,0,0,1,-0.9
7-chloropteridine1125-84-4,2,0,0,0,0,0,0,0,166.569,2.521,335.553,0,96.699,164.436,74.418,511.895,0,4.5,0.0124197,0,0.9222686,15.902,5.391,7.71,6.761,-0.097,-0.756,-0.971,-3.574,1199.227,-0.012,1539.209,-2.722,10.21,1.917,3,-1.1,2,78.833,0,0,50.429,4,0,10,0,10,0,11,-0.88
caffeine,1,0,0,0,0,0,0,0,194.193,5.358,397.411,239.473,100.591,57.348,0,644.903,0,5,0.0445172,0,0.9083522,20.203,5.431,9.381,6.675,-0.07,-0.876,-1.409,-3.288,1101.531,-0.249,549.216,-3.171,9.015,0.373,0,-0.847,3,79.135,0,0,73.504,6,0,9,0,9,0,14,-0.876
7-methylpteridine,2,0,0,0,0,0,0,0,146.151,3.427,344.057,91.558,93.41,159.088,0,528.126,0,4.5,0.0222433,0,0.9183892,16.501,4.944,7.652,6.697,-0.403,-0.854,-0.465,-3.611,1288.526,-0.175,650.65,-2.681,10.043,1.717,4,-1.053,2,78.565,0,0,50.07,4,0,10,0,10,0,11,-0.854
adipicacid,3,0,0,2,0,5,0,-2,146.143,0,360.819,142.819,218.001,0,0,551.123,2,4,0,0.0156778,0.9009646,12.691,5.231,8.811,7.836,0.08,-0.82,-1.093,0.481,5.443,-1.528,2.857,-5.057,11.42,-0.815,2,-1.076,2,36.71,0,0,103.108,4,0,0,0,0,0,10,-0.82
methylbutyrate,8,0,0,0,0,2,1,0,102.133,2.684,330.601,270.585,60.016,0,0,485.161,0,2,0.0148531,0,0.9032018,11.978,2.94,4.101,2.452,1.29,-0.82,-0.606,-3.098,2671.579,-0.048,1430.987,-2.434,11.128,-1.029,1,-0.593,3,85.639,0,0,37.463,2,0,0,0,0,0,7,-0.82
Furan,11,0,0,0,0,0,0,0,68.075,0.622,212.923,0,0,212.923,0,297.169,0,0.5,0.0013021,0,1.0114529,7.772,3.202,1.926,2.172,1.334,-0.76,-0.518,-2.362,9906.038,-0.037,5899.293,-0.769,9.395,-0.644,1,-0.653,3,100,0,0,8.922,1,0,5,0,5,0,5,-0.82
l-leucine,1,1,0,1,0,4,0,-1,131.174,1.358,346.543,198.889,147.654,0,0,537.074,3,3,0.0034357,0.0149943,0.9220703,12.771,5.023,9.525,8.024,-1.52,-0.75,0.305,-1.712,24.9,-0.437,12.857,-5.919,9.995,-0.552,3,-0.86,2,37.306,0,0,73.296,3,0,0,0,0,0,9,-0.75
p-nitrophenol,3,0,0,0,0,2,0,-1,139.11,6.832,317.184,0,152.058,165.127,0,476.156,1,1.75,0.0980328,0.0055173,0.9297213,13.195,5.172,7.759,5.387,1.91,-0.74,-1.652,-3.457,358.046,-0.73,163.009,-3.548,10.159,1.133,2,-0.498,3,69.748,0,0,67.414,4,0,6,0,6,0,10,-0.74
p-cresol,5,0,0,0,0,1,0,1,108.14,1.581,310.636,88.23,54.663,167.742,0,463.1,1,0.75,0.0054,0.0024144,0.9318878,13.339,4.381,5.558,3.962,1.94,-0.7,-1.223,-3.434,3002.821,0.084,1623.689,-1.84,8.911,-0.261,2,-0.361,3,90.12,0,0,22.532,1,0,6,0,6,0,8,-0.7
p-chlorophenol,5,0,0,0,0,1,0,1,128.558,2.395,302.325,0,54.629,176.105,71.591,447.006,1,0.75,0.0128371,0.0024808,0.9351913,12.775,4.8,5.838,4.024,2.39,-0.7,-1.699,-3.421,3005.082,0.262,4008.951,-1.81,9.018,0.012,1,-0.405,3,90.98,0,0,22.519,1,0,6,0,6,0,8,-0.7
PNU93936A;149523-79-5,0,0,0,0,1,3,0,-1,347.321,10.445,591.294,177.411,134.149,219.546,60.189,1025.677,1,7.5,0.106361,0.012684,0.8318309,35.064,10.038,18.723,13.745,1.562,-1.197,-3.58,-3.926,323.703,-0.762,531.484,-2.93,9.194,1.078,2,-0.494,3,71.985,60.189,26.837,91.706,6,0,17,0,17,2,25,-0.6833985
ascorbicacid;50-81-7,2,0,0,0,0,6,0,-2,176.126,4.061,349.547,74.555,263.382,11.61,0,544.895,4,7.9,0.0302597,0.0452014,0.9229987,11.911,6.243,14.219,14.747,-1.85,-0.64,-0.633,-2.833,31.496,-1.859,11.78,-5.757,9.579,0.783,5,-0.946,2,35.412,0,0,129.272,6,0,5,0,5,1,12,-0.64
valericacid,8,0,0,1,0,3,0,-1,102.133,2.289,314.424,205.452,108.971,0,0,464.555,1,2,0.0112803,0.0063608,0.922588,10.511,3.491,5.238,3.99,1.39,-0.63,-0.804,-0.977,232.341,-0.471,129.911,-3.24,11.356,-0.905,1,-0.766,2,67.654,0,0,51.559,2,0,0,0,0,0,7,-0.63
aminopyrine,0,1,0,0,0,1,1,2,231.297,6.762,486.165,263.292,35.805,187.069,0,831.384,0,5,0.0549955,0,0.8795264,28.262,7.565,12.164,7.109,1,-0.63,-1.121,-5.1,1130.476,0.593,624.883,-3.487,7.965,0.279,3,-0.348,3,84.112,0,0,36.619,4,0,11,0,11,0,17,-0.63
1-pentanol,9,0,0,0,0,4,0,0,88.149,1.915,314.297,258.01,56.287,0,0,461.864,1,1.7,0.0079422,0.0054089,0.9193917,9.761,3.052,4.468,3.115,1.51,-0.6,-0.597,-2.836,2898.224,-0.122,1562.644,-2.173,10.906,-2.969,1,-0.616,3,83.431,0,0,23.063,1,0,0,0,0,0,6,-0.6
antipyrine,0,0,0,0,0,0,1,1,188.229,7.456,422.725,143.245,53.3,226.18,0,689.709,0,4,0.0805938,0,0.893067,23.608,6.624,10.539,6.577,0.38,-0.56,-1.754,-4.341,3093.524,0.118,1676.765,-1.705,8.286,0.246,1,-0.45,3,92.399,0,0,35.304,3,0,11,0,11,0,14,-0.56
pyrazole,9,0,0,0,0,0,0,1,68.078,3.071,228.159,0,72.047,156.112,0,309.382,1,1.5,0.0304762,0.0065744,0.969594,7.718,3.083,4.517,4.762,0.26,-0.55,-0.273,-2.768,2054.358,0.053,1077.249,-2.297,9.689,-0.647,0,-0.785,3,82.578,0,0,31.101,2,0,5,0,5,0,5,-0.55
amikacin37517-28-5,14,4,0,0,1,22,2,-2,585.607,8.9,838.153,397.202,440.951,0,0,1607.25,17,26.9,0.0492776,0.1323285,0.7917063,44.042,20.143,55.082,53.569,-8.333,-0.5,5.723,-6.433,0.006,-4.656,0.003,-11.659,9.261,-1.445,14,-2.569,1,0,0,30.964,316.515,18,3,18,0,18,16,40,-0.5
scopolamine,0,1,0,0,0,5,2,1,303.357,2.681,541.318,291.792,74.084,175.442,0,971.714,0,6.7,0.0073984,0,0.8764721,31.199,9.093,13.523,8.216,1.24,-0.48,-2.069,-5.094,490.072,0.018,253.185,-3.849,9.461,-0.108,4,-0.566,3,72.297,0,0,69.046,5,0,15,3,12,7,22,-0.48
dimethylsulfide,12,0,0,0,0,0,0,1,62.129,1.823,236.898,185.178,0,0,51.72,321.083,0,0.5,0.0103521,0,0.9572287,6.696,1.586,1.517,0.8,1.1,-0.45,-0.729,-2.224,9906.038,0.334,10000,-1.52,8.898,-0.446,0,-0.584,3,100,0,0,0,0,0,0,0,0,0,3,-0.45
ephedrine,0,1,0,0,0,4,0,1,165.235,3.654,391.016,167.735,45.016,178.265,0,641.149,2,3.2,0.0208225,0.0115736,0.9196224,18.639,6.41,10.255,7.378,1.215,-0.42,-0.445,-4.409,924.506,0.366,502.785,-3.4,9.432,-0.263,3,-0.414,2,76.379,0,0,29.529,2,0,6,0,6,0,12,-0.42
Aniline,6,0,0,0,0,1,0,1,93.128,2.338,280.85,0,60.65,220.2,0,408.149,1.5,1,0.0133883,0.0043608,0.9474795,11.641,4.463,6.079,5.267,0.9,-0.41,-0.729,-3.432,2634.875,0.053,1409.749,-1.766,8.354,-0.414,2,-0.595,3,86.747,0,0,25.847,1,0,6,0,6,0,7,-0.41
benzylalcohol,4,0,0,0,0,2,0,1,108.14,2.076,309.775,51.938,53.05,204.786,0,462.129,1,1.7,0.0093274,0.0054879,0.9331714,13.012,4.635,6.031,4.916,1.1,-0.4,-0.995,-3.59,3110.444,0.037,1686.68,-1.584,9.53,-0.271,1,-0.527,3,87.759,0,0,22.612,1,0,6,0,6,0,8,-0.4
hydantoin,7,0,0,0,0,0,0,-1,100.077,3.165,231.429,61.975,169.454,0,0,331.27,2,3.5,0.030248,0.0213877,1.0004624,7.103,3.599,7.094,7.805,-1.69,-0.4,-0.492,-1.525,244.887,-0.565,108.117,-4.643,10.26,-0.109,1,-0.798,2,61.655,0,0,90.304,4,0,5,0,5,1,7,-0.4
raffinose512-69-6,12,0,0,0,0,19,3,-2,504.441,3.667,699.151,317.759,381.391,0,0,1319.806,11,25.3,0.0101876,0.1200179,0.8322764,34.465,15.643,41.48,40.835,-5.03,-0.4,0.078,-4.246,2.394,-4.252,0.727,-6.724,10.599,-1.669,11,-1.951,1,0,0,0,252.731,16,3,17,0,17,14,34,-0.4
nicotinamide98-92-0,2,0,0,0,0,1,0,-1,122.126,6.727,305.469,0,138.908,166.561,0,456.441,2,4,0.0991382,0.0185186,0.9385427,13.061,5.196,10.382,9.181,-0.31,-0.553,-0.706,-3.321,477.131,-0.548,222.328,-3.397,10.072,0.648,3,-0.736,2,68.979,0,0,65.591,3,0,6,0,6,0,9,-0.39
PNU0179769,0,0,0,0,1,2,0,0,176.602,7.813,389.81,193.772,112.786,7.822,75.429,601.842,1,5.2,0.101421,0.0133398,0.8843704,16.722,5.253,10.738,10.275,-0.128,-0.32,-0.698,-2.066,440.493,-0.333,1066.465,-3.379,9.899,0.394,1,-1.039,2,67.571,0,35.479,67.293,4,0,5,0,5,2,11,-0.32
PNU0179748,0,0,0,0,1,2,0,-1,209.207,5.927,451.714,189.1,155.622,106.992,0,720.305,1,7.7,0.0487621,0.0170462,0.8602928,22.41,6.811,13.304,13.824,-0.877,-0.26,-0.475,-2.928,172.966,-0.959,149.856,-3.819,9.995,1.459,1,-1.203,2,57.604,0,35.449,96.799,7,0,10,0,10,2,15,-0.26
Nitroethane,9,0,0,0,0,1,0,-1,75.067,4.947,245.728,144.019,101.709,0,0,335.072,0,2,0.0730322,0,0.9494451,6.613,2.007,3.359,2.752,0.18,-0.22,0.065,-2.35,1074.975,-0.249,534.919,-3.298,12.1,0.127,0,-0.987,2,74.679,0,0,46.714,3,0,0,0,0,0,5,-0.22
succinicacidsyn-g-syn,6,0,0,2,0,3,0,-2,118.089,2.748,291.5,89.84,201.66,0,0,425.826,2,4,0.0177388,0.019406,0.9390333,8.961,4.119,7.808,8,-0.59,-0.2,-0.65,1.096,7.776,-1.142,4.201,-4.948,11.393,-0.807,2,-1.193,2,39.202,0,0,99.493,4,0,0,0,0,0,8,-0.2
bicyclomycin38129-37-2,2,0,0,0,2,7,0,-2,302.283,2.641,487.456,220.36,236.286,30.81,0,854.361,5,9.65,0.0081627,0.0442667,0.8932863,23.837,9.322,20.337,23.12,-2.217,-0.2,-0.77,-0.657,15.987,-1.833,22.329,-5.094,10.118,0.051,6,-1.428,2,19.936,0,69.275,148.766,9,1,10,0,6,4,21,-0.2
butyricacid,8,0,0,1,0,2,0,-1,88.106,2.295,282.487,173.066,109.421,0,0,405.012,1,2,0.0129995,0.00708,0.9371569,8.77,2.975,4.718,4.137,0.79,-0.19,-0.541,-0.741,230.071,-0.388,128.539,-3.344,11.353,-0.908,1,-0.865,2,67.179,0,0,51.583,2,0,0,0,0,0,6,-0.19
pyrrole,11,0,0,0,0,0,0,1,67.09,2.868,236.306,0,31.203,205.104,0,323.918,1,0.5,0.0253879,0.0021159,0.9652648,8.768,3.261,4.143,3.852,0.75,-0.17,-0.343,-3.072,5011.938,0.34,2824.707,-1.372,9.086,-1.239,0,-0.669,3,92.135,0,0,13.907,1,0,5,0,5,0,5,-0.17
2-methylpteridine,2,0,0,0,0,0,0,0,146.151,2.08,345.736,94.004,86.262,165.471,0,529.42,0,4,0.0081698,0,0.915419,16.614,4.922,7.198,6.203,-0.149,-0.12,-0.711,-3.69,1506.18,-0.123,770.218,-2.526,10.025,1.719,4,-0.915,3,81.097,0,0,49.294,4,0,10,0,10,0,11,-0.12
ethylether,11,0,0,0,0,2,0,1,74.122,1.504,292.355,292.355,0,0,0,411.91,0,1.7,0.0054914,0,0.9157765,9.046,1.798,2.518,1.656,0.89,-0.09,-0.644,-2.895,9906.038,0,5899.293,-1.983,10.51,-2.807,1,-0.726,3,94.432,0,0,8.242,1,0,0,0,0,0,5,-0.09
1-butanol,10,0,0,0,0,3,0,0,74.122,1.938,281.304,225.011,56.293,0,0,401.307,1,1.7,0.0093632,0.0060433,0.9353472,7.98,2.534,3.93,3.256,0.88,-0.07,-0.349,-2.578,2897.804,-0.046,1562.399,-2.269,10.902,-3.026,1,-0.722,3,82.987,0,0,23.066,1,0,0,0,0,0,5,-0.07
ethylacetate,9,0,0,0,0,1,1,0,88.106,2.99,307.664,241.527,66.137,0,0,432.941,0,2,0.0206443,0,0.8995812,10.53,2.328,3.739,2.659,0.73,-0.04,-0.259,-3.157,2337.347,-0.042,1238.5,-2.642,11.176,-1.022,0,-0.703,3,84.201,0,0,38.717,2,0,0,0,0,0,6,-0.04
ecgonine481-37-8,0,1,0,1,0,2,0,0,185.222,4.25,371.014,243.015,127.999,0,0,620.876,1,4.7,0.0290944,0.012668,0.9486613,17.409,5.586,9.539,7.135,-1.452,-0.02,-0.483,-1.281,38.246,-0.107,20.446,-5.749,9.677,-0.882,3,-0.718,2,44.499,0,0,72.079,4,0,8,0,8,7,13,-0.02
Phenol,6,0,0,0,0,1,0,1,94.113,1.474,278.387,0,54.651,223.736,0,403.025,1,0.75,0.0053939,0.0026941,0.9478449,11.47,4.277,5.024,4.265,1.46,0,-0.904,-3.443,3003.614,0.098,1624.152,-1.643,9.106,-0.228,1,-0.523,3,88.64,0,0,22.53,1,0,6,0,6,0,7,0
isoniazid54-85-3,0,0,0,0,0,2,1,-1,137.141,3.431,330.738,0,164.177,166.561,0,500.271,3,4.5,0.0235358,0.0235662,0.9214772,14.173,5.901,11.52,11.15,-0.646,-0.183,-0.782,-3.597,274.796,-0.846,122.458,-3.767,9.904,0.753,2,-0.751,2,62.907,0,0,81.71,4,0,6,0,6,0,10,0.01
pteridine,3,0,0,0,0,0,0,0,132.124,2.919,310.108,0,100.778,209.33,0,466.554,0,4.5,0.0182626,0,0.9381077,14.517,4.884,7.057,7.007,-0.58,0.021,-0.117,-3.532,1097.036,-0.2,546.794,-2.639,10.089,1.787,4,-1.231,2,75.598,0,0,50.616,4,0,10,0,10,0,10,0.021
mannitol,4,0,0,0,0,11,0,-2,182.173,5.979,380.39,141.583,238.807,0,0,604.457,6,10.2,0.059142,0.0656821,0.9088946,10.973,6.943,18.104,18.667,-3.1,0.057,-0.27,-3.006,53.863,-2.027,21.039,-4.865,10.996,-2.039,6,-1.082,2,22.899,0,0,120.75,6,1,0,0,0,0,12,0.0569
isobutanol,11,0,0,0,0,2,0,1,74.122,1.859,272.753,223.465,49.287,0,0,393.394,1,1.7,0.0087814,0.0062327,0.9519506,8.305,2.601,4.06,3.409,0.76,0.06,-0.349,-2.309,3376.821,0.08,1843.337,-2.236,10.908,-3.107,1,-0.694,3,85.355,0,0,21.905,1,0,0,0,0,0,5,0.06
SUCROSE,3,0,0,0,0,13,2,-2,342.299,9.48,517.448,196.217,321.231,0,0,945.025,8,16.8,0.0950933,0.0918306,0.9000374,23.319,11.282,29.786,28.546,-3.7,0.072,-0.355,-3.149,8.906,-2.864,3.007,-6.192,10.453,-1.658,8,-1.179,1,0,0,0,188.516,11,2,11,0,11,9,23,0.0719
PNU0141535,0,0,0,0,1,2,0,-1,353.349,8.118,582.494,351.141,121.833,81.704,27.815,1038.51,1,10.7,0.0634648,0.0183693,0.8514272,34.903,9.359,19.466,15.735,0.165,0.12,-0.39,-2.951,459.539,-0.609,472.485,-3.285,9.352,0.726,1,-1.024,2,68.975,27.815,22.392,101.556,8,0,17,0,17,7,25,0.12
l-alanine,8,1,0,1,0,2,0,-1,89.094,1.445,261.407,105.472,155.935,0,0,369.327,3,3,0.0056523,0.0198776,0.9523317,7.342,3.527,7.824,8.316,-2.96,0.25,0.836,-1.222,20.781,-0.305,10.575,-6.264,10.047,-0.565,3,-1.051,2,34.228,0,0,74.853,3,0,0,0,0,0,6,0.25
acetonitrile,11,0,0,0,0,0,0,0,41.052,5.069,203.397,108.985,72.638,21.775,0,257.173,0,1.5,0.0999101,0,0.9615458,4.346,1.123,2.63,2.328,-0.34,0.26,-0.339,-2.258,2028.045,0.04,1062.342,-2.782,12.399,-1.452,1,-1.037,3,80.159,0,0,25.787,1,0,0,0,0,0,3,0.26
Nitromethane,11,0,0,0,0,0,0,-1,61.04,4.724,211.806,100.214,111.592,0,0,273.208,0,2,0.0816795,0,0.9613637,4.78,1.454,2.953,2.958,-0.35,0.26,0.412,-2.157,866.309,-0.241,423.625,-3.576,12.17,0.164,0,-1.124,2,72.255,0,0,47.801,3,0,0,0,0,0,4,0.26
propionitrile,10,0,0,0,0,1,0,0,55.079,5.159,240.364,154.345,72.15,13.87,0,321.605,0,1.5,0.0827619,0,0.9444462,6.207,1.659,2.953,2.139,0.16,0.28,-0.686,-2.497,2049.762,-0.036,1074.644,-2.704,12.092,-1.43,1,-0.892,3,80.898,0,0,25.787,1,0,0,0,0,0,4,0.28
thiourea,6,0,0,0,0,0,0,-1,76.116,7.409,217.903,0,137.608,0,80.295,288.051,4,2.5,0.1905837,0.022946,0.9680135,5.374,3.4,11.269,9.529,-0.96,0.162,-0.159,-2.05,490.869,-0.219,631.216,-4.056,8.586,-0.055,2,-0.959,2,67.391,0,0,60.761,2,0,0,0,0,0,4,0.32
lactulose4618-18-2,4,0,0,0,0,16,2,-2,342.299,5.421,523.591,242.772,280.82,0,0,950.94,8,19,0.0308996,0.1026375,0.8931847,21.629,11.016,29.183,29.791,-3.544,0.34,0.233,-3.26,21.522,-2.748,7.805,-5.159,10.595,-0.079,8,-1.409,1,0,0,0,194.613,11,2,6,0,6,5,23,0.34
oxalicacidtZZ,10,0,0,2,0,1,2,-2,90.035,0,231.803,0,231.803,0,0,312.157,2,4,0,0.0244037,0.9600535,5.696,3.237,6.689,8.502,-0.707,0.38,-0.362,1.437,4.026,-1.173,2.063,-5.696,11.657,0.67,0,-1.221,2,33.813,0,0,103.064,4,0,0,0,0,0,6,0.38
2-propanol,11,0,0,0,0,1,0,1,60.096,1.95,245.863,197.224,48.638,0,0,338.225,1,1.7,0.0112418,0.0069144,0.9548662,6.74,1.972,3.59,3.56,0.05,0.43,-0.148,-2.262,3425.007,0.148,1871.784,-2.32,11.057,-3.262,1,-0.782,3,85.208,0,0,22.074,1,0,0,0,0,0,4,0.43
dimethoxymethane,14,0,0,0,0,2,1,-1,76.095,0.045,235.293,235.293,0,0,0,341.977,0,3.4,0.0000059,0,1.0051252,6.248,2.142,2.513,3.193,0,0.48,1.544,-1.449,9906.038,-0.891,5899.293,-3.133,10.985,-2.828,0,-1.384,3,87.193,0,0,16.726,2,0,0,0,0,0,5,0.48
butanone,8,0,0,0,0,1,1,1,72.107,3.748,271.695,222.937,48.758,0,0,385.704,0,2,0.0364232,0,0.9431621,8.64,2.167,3.284,2.454,0.29,0.52,0.138,-2.452,3416.068,0.138,1866.504,-2.322,10.671,-0.768,1,-0.84,3,85.926,0,0,28.831,1,0,0,0,0,0,5,0.52
methylacetate,10,0,0,0,0,0,1,1,74.079,2.871,264.85,193.28,71.57,0,0,364.334,0,2,0.0226292,0,0.9314622,8.427,1.919,3.154,2.813,0.18,0.52,0.089,-2.641,2075.896,0.014,1089.461,-2.839,11.201,-0.998,0,-0.859,3,82.384,0,0,39.421,2,0,0,0,0,0,5,0.52
ethambutol74-55-5,2,2,0,0,0,11,0,0,204.312,1.85,493.537,400.436,93.102,0,0,824.988,4,6.4,0.0041507,0.0259352,0.8619395,19.799,7.393,14.671,11.276,-0.187,1.025,1.083,-5.218,80.689,-0.138,39.857,-6.304,9.02,-2.497,4,-0.78,2,44.001,0,0,64.59,4,0,0,0,0,0,14,0.55
tetrahydrofuran,11,0,0,0,0,0,0,0,72.107,2.045,237.356,237.356,0,0,0,340.504,0,1.7,0.0122857,0,0.993526,7.473,1.962,2.247,1.965,0.46,0.56,0.099,-1.637,9906.038,-0.11,5899.293,-2.447,10.299,-3.107,1,-0.848,3,94.092,0,0,9.497,1,0,5,0,5,4,5,0.56
t-acrolein,11,0,0,0,0,1,1,-1,56.064,4.115,230.254,94.233,85.111,50.909,0,309.551,0,2,0.0546928,0,0.9611243,6.078,2.09,2.942,2.948,-0.01,0.57,0.536,-2.404,1544.502,-0.111,791.422,-2.813,10.744,0.347,0,-1.061,2,77.211,0,0,38.459,1,0,0,0,0,0,4,0.57
propanal,9,0,0,0,0,1,0,0,58.08,3.458,240.105,165.602,74.504,0,0,327.904,0,2,0.0364704,0,0.9577701,6.327,1.839,2.634,2.553,0.59,0.58,0.486,-2.215,1947.077,-0.038,1016.574,-2.797,10.652,-0.728,1,-1.008,2,79.436,0,0,38.339,1,0,0,0,0,0,4,0.58
1-propanol,11,0,0,0,0,2,0,1,60.096,1.937,248.303,192.034,56.269,0,0,340.694,1,1.7,0.0110088,0.0068465,0.9500788,6.196,1.991,3.395,3.397,0.25,0.62,-0.148,-2.34,2899.366,0.027,1563.309,-2.365,10.896,-3.127,1,-0.82,3,82.584,0,0,23.05,1,0,0,0,0,0,4,0.62
t-Butanol,11,0,0,0,0,1,0,1,74.122,1.907,270.244,228.983,41.261,0,0,392.94,1,0.75,0.0092522,0.0027753,0.9600488,8.929,2.643,3.777,2.633,0.35,0.63,-0.467,-2.178,4023.647,0.205,2227.781,-2.184,11.197,-3.252,1,-0.549,3,89.56,0,0,20.95,1,0,0,0,0,0,5,0.63
pyridine,9,0,0,0,0,0,0,1,79.101,2.195,258.225,0,27.892,230.333,0,365.776,0,1.5,0.0131698,0,0.9578799,10.684,3.597,3.738,3.574,0.726,0.543,-0.282,-3.312,5387.661,0.361,3054.268,-1.222,10.051,0.057,2,-0.721,3,92.843,0,0,12.819,1,0,6,0,6,0,6,0.76
nicotine,0,1,0,0,0,0,0,2,162.234,2.406,396.582,219.263,30.236,147.083,0,644.025,0,3.5,0.008988,0,0.9094266,21.025,5.568,8.171,5.327,1.182,0.496,-0.149,-4.425,1276.658,0.718,712.662,-3.621,9.413,0.053,5,-0.449,3,83.878,0,0,17.432,2,0,11,0,11,4,12,0.79
