molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm
"Suloctidil",0,1,0,0,0,13,0,1,337.563,0.000,752.546,576.923,40.618,104.369,30.636,1314.449,2.000,3.700,0.0000000,0.0069532,0.7711303,39.100,12.277,15.838,6.233,5.208,-5.230,-4.144,-6.459,1017.689,-0.202,820.887,-2.715,0.000,0.000,2,0.824,3,94.836,0.000,0.000,27.874,2,1,6,0,6,0,23
"Retinol",2,0,0,0,0,9,1,0,328.494,0.000,742.851,610.136,63.974,68.742,0.000,1297.317,0.000,2.000,0.0000000,0.0000000,0.7743915,40.642,11.340,13.731,2.394,6.423,-7.782,-6.216,-5.510,2450.392,-0.690,1303.370,-1.592,0.000,0.000,5,1.467,2,86.948,0.000,0.000,38.549,2,1,6,0,6,4,24
"Hexafluorocalcitriol",3,0,0,0,0,11,0,-1,524.586,0.000,818.660,471.736,118.553,38.627,189.743,1534.292,3.000,3.400,0.0000000,0.0071934,0.7858391,48.554,13.119,22.839,8.141,7.017,-8.501,-9.679,-5.182,744.158,-0.914,3935.944,-2.512,0.000,0.000,6,1.453,2,71.909,189.743,0.000,61.431,3,2,15,0,15,12,36
"Rosaprostol",0,0,0,1,0,13,0,-2,298.465,0.000,688.635,539.444,149.191,0.000,0.000,1187.124,2.000,3.700,0.0000000,0.0075985,0.7873603,33.007,10.793,15.227,6.097,4.458,-5.169,-4.437,-3.165,96.544,-1.824,50.280,-3.021,0.000,0.000,2,0.321,3,52.193,0.000,0.000,71.497,3,0,5,0,5,5,21
"Secalciferol",1,0,0,0,0,11,0,-2,416.643,0.000,788.188,622.607,112.153,53.427,0.000,1460.979,3.000,4.150,0.0000000,0.0091197,0.7900079,45.761,13.718,21.115,8.797,5.597,-6.896,-6.799,-5.185,855.762,-1.297,418.053,-2.342,0.000,0.000,7,1.123,2,74.392,0.000,0.000,60.165,3,1,15,0,15,12,30
"Quinestradol",0,0,0,0,0,4,0,0,356.504,0.000,646.007,473.793,84.196,88.018,0.000,1175.409,2.000,4.150,0.0000000,0.0090850,0.8337848,39.158,10.805,17.753,8.580,4.266,-5.740,-5.625,-4.641,1575.681,-0.485,808.705,-2.377,0.000,0.000,4,0.775,2,83.320,0.000,0.000,49.101,3,0,22,0,22,16,26
"Testolactone",0,0,0,0,0,0,1,0,300.397,0.000,523.109,317.817,120.645,84.647,0.000,958.502,0.000,5.000,0.0000000,0.0000000,0.8987414,33.014,8.765,14.861,7.299,2.378,-3.512,-4.041,-3.574,710.930,-0.432,342.131,-3.445,0.000,0.000,2,0.063,3,74.345,0.000,0.000,68.047,3,0,18,0,18,11,22
"Testosterone",4,0,0,0,0,10,1,-2,456.707,0.000,887.273,765.097,93.855,28.321,0.000,1645.513,0.000,4.000,0.0000000,0.0000000,0.7597003,53.549,14.639,19.892,4.420,7.466,-9.309,-8.408,-5.555,1276.074,-1.123,643.857,-2.189,0.000,0.000,3,1.900,2,77.186,0.000,0.000,63.061,3,1,17,0,17,14,33
"Vinburnine",0,1,0,0,0,1,0,2,294.396,0.000,518.098,311.287,43.987,162.824,0.000,935.228,0.000,5.000,0.0000000,0.0000000,0.8926852,32.187,8.527,13.284,7.077,2.321,-2.035,-2.685,-4.771,945.524,0.534,515.151,-3.723,0.000,0.000,3,-0.047,3,100.000,0.000,0.000,34.181,3,0,19,0,19,8,22
"Alclofenac",0,0,0,1,0,5,0,-1,226.659,0.000,469.929,154.115,102.862,145.771,67.181,762.054,1.000,2.750,0.0000000,0.0058519,0.8585984,22.525,7.615,10.487,5.635,3.118,-3.345,-3.316,-2.708,265.499,-0.503,350.175,-2.422,0.000,0.000,3,-0.210,3,72.637,0.000,0.000,57.905,3,0,6,0,6,0,15
"Aminopentamide",0,1,0,0,1,6,0,1,296.411,0.000,555.875,186.017,65.821,304.038,0.000,1010.735,2.000,4.500,0.0000000,0.0114486,0.8762197,33.347,10.760,15.990,11.174,2.354,-1.841,-2.249,-4.337,398.537,0.029,307.707,-3.148,0.000,0.000,3,-0.101,3,100.000,0.000,21.125,45.487,3,0,12,0,12,0,22
"Beclobrate",0,0,0,0,0,7,0,0,346.853,0.000,652.004,309.566,36.487,234.345,71.605,1164.701,0.000,2.750,0.0000000,0.0000000,0.8210909,38.201,11.448,13.944,4.320,5.849,-6.305,-6.301,-5.545,4465.731,-0.043,6152.616,-0.694,0.000,0.000,2,0.966,2,100.000,0.000,0.000,37.220,3,1,12,0,12,0,24
"Bornaprine",0,1,0,0,0,7,0,1,329.481,0.000,683.071,493.708,29.897,159.467,0.000,1209.369,0.000,4.000,0.0000000,0.0000000,0.8036587,39.273,10.808,14.167,5.047,4.690,-4.708,-4.048,-6.196,1286.147,0.232,718.390,-2.899,0.000,0.000,2,0.762,3,100.000,0.000,0.000,33.097,3,0,13,0,13,7,24
"Buzepide",0,1,0,0,1,6,0,1,336.476,0.000,631.757,258.015,57.368,316.374,0.000,1145.602,2.000,4.500,0.0000000,0.0100734,0.8381164,38.862,11.950,17.606,11.957,3.245,-2.885,-3.172,-5.012,415.865,0.056,375.643,-2.949,0.000,0.000,3,0.231,3,100.000,0.000,28.872,42.498,3,0,19,0,12,6,25
"Chlormadinone",0,0,0,0,0,2,0,0,362.895,0.000,583.778,364.925,112.839,43.496,62.520,1084.267,1.000,4.750,0.0000000,0.0081366,0.8743285,36.370,10.139,17.053,7.912,3.625,-5.151,-5.733,-3.773,843.044,-0.388,905.076,-3.254,0.000,0.000,3,0.578,3,73.593,0.000,0.000,69.608,3,0,17,0,17,12,25
"Chlorotrianisene",2,0,0,0,0,7,0,0,380.870,0.000,667.054,278.240,0.000,337.607,51.207,1191.273,0.000,2.250,0.0000000,0.0000000,0.8147261,40.250,12.029,13.843,4.311,6.243,-8.283,-8.283,-6.140,9906.038,-0.280,10000.000,0.342,0.000,0.000,3,1.177,2,100.000,0.000,0.000,24.830,3,1,18,0,18,0,27
"Clofibric",0,0,0,1,0,3,0,-1,214.648,0.000,412.686,113.814,94.367,132.888,71.618,686.256,1.000,2.750,0.0000000,0.0066637,0.9117356,20.653,7.108,10.152,5.795,2.720,-2.686,-3.037,-1.786,319.607,-0.198,452.541,-2.503,0.000,0.000,1,-0.310,3,73.855,0.000,0.000,54.982,3,0,6,0,6,0,14
"Cloranolol",0,1,0,0,0,7,0,2,292.205,0.000,564.183,265.998,40.068,120.585,137.532,954.579,2.000,3.450,0.0000000,0.0086480,0.8310354,28.705,9.559,13.245,7.001,3.488,-3.404,-3.176,-5.567,1029.996,0.491,3202.590,-3.224,0.000,0.000,3,0.174,3,96.004,0.000,0.000,37.039,3,0,6,0,6,0,18
"Cyprodenate",0,1,0,0,0,6,1,1,227.346,0.000,557.821,502.582,55.238,0.000,0.000,934.316,0.000,4.000,0.0000000,0.0000000,0.8285775,27.385,7.181,10.154,4.054,2.533,-2.497,-1.516,-5.032,739.561,0.064,395.008,-4.024,0.000,0.000,2,0.006,3,84.657,0.000,0.000,41.910,3,0,6,0,6,6,16
"Cyproterone",0,0,0,0,0,2,1,0,374.906,0.000,581.034,380.858,109.380,28.282,62.514,1098.106,1.000,4.750,0.0000000,0.0081751,0.8859170,36.778,10.171,17.268,7.778,3.723,-5.103,-6.019,-3.513,909.173,-0.333,981.984,-3.244,0.000,0.000,2,0.620,2,73.452,0.000,0.000,68.732,3,0,18,3,15,13,26
"Delorazepam",0,0,0,0,0,0,0,1,305.163,0.000,514.453,49.658,91.890,258.807,114.098,874.150,1.000,3.500,0.0000000,0.0068033,0.8594283,31.301,9.813,14.543,8.295,3.398,-4.909,-4.874,-5.041,1332.009,0.014,2844.181,-2.301,0.000,0.000,1,0.330,3,92.379,0.000,0.000,58.114,3,0,17,0,12,1,20
"Dihydroxydibutyl",0,0,0,0,0,8,0,0,162.228,0.000,441.809,358.045,83.764,0.000,0.000,692.948,2.000,5.100,0.0000000,0.0163249,0.8571637,16.441,5.463,9.491,7.540,0.877,-1.445,-1.107,-3.843,1590.623,-0.679,816.997,-2.295,0.000,0.000,3,-0.736,3,77.802,0.000,0.000,50.307,3,0,0,0,0,0,11
"Fenalcomine",0,1,0,0,0,10,0,1,313.439,0.000,679.638,320.080,39.905,319.653,0.000,1175.001,2.000,3.950,0.0000000,0.0082193,0.7923431,37.501,12.148,15.822,8.415,4.373,-4.199,-3.486,-7.143,1033.669,-0.064,567.250,-2.231,0.000,0.000,4,0.535,3,100.000,0.000,0.000,36.853,3,0,12,0,12,0,23
"Fenclofenac",0,0,0,1,0,4,0,-1,297.137,0.000,496.054,39.541,83.099,260.935,112.478,853.113,1.000,2.500,0.0000000,0.0050398,0.8769482,27.911,9.639,12.661,6.337,4.242,-4.250,-5.085,-2.960,408.761,-0.122,988.525,-1.748,0.000,0.000,1,0.129,3,84.741,0.000,0.000,56.999,3,0,12,0,12,0,19
"Fluoxymesterone",0,0,0,0,0,2,0,0,336.446,0.000,539.615,388.675,111.472,27.413,12.055,1019.751,2.000,4.450,0.0000000,0.0116625,0.9079822,33.634,9.278,17.015,8.838,3.005,-4.202,-5.041,-3.152,868.578,-0.429,494.592,-3.285,0.000,0.000,4,0.439,3,72.894,12.055,0.000,64.647,3,0,17,0,17,14,24
"Mazindol",0,0,1,0,0,1,0,1,284.744,0.000,510.888,99.912,52.690,286.652,71.634,874.819,1.000,2.750,0.0000000,0.0053828,0.8658671,30.952,9.472,13.270,7.235,3.846,-4.745,-3.481,-5.069,3135.002,0.210,4198.879,-3.447,0.000,0.000,1,0.428,3,100.000,0.000,0.000,36.169,3,0,18,0,18,3,20
"Metacetamol",0,0,0,0,0,2,0,0,151.165,0.000,373.903,94.242,112.682,166.978,0.000,570.167,2.000,3.250,0.0000000,0.0122925,0.8893535,16.975,5.765,10.016,8.210,0.793,-1.701,-1.361,-4.119,845.931,-0.507,412.865,-2.816,0.000,0.000,2,-0.518,3,81.517,0.000,0.000,60.704,3,0,6,0,6,0,11
"Metaclazepam",1,0,0,0,0,2,0,2,393.710,0.000,596.875,230.590,2.478,235.287,128.521,1063.271,0.000,3.700,0.0000000,0.0000000,0.8440676,37.361,10.677,14.209,6.021,5.179,-5.825,-6.994,-5.177,9384.192,0.735,10000.000,-0.544,0.000,0.000,2,0.630,2,100.000,0.000,0.000,25.867,3,1,17,0,12,2,23
"Methallenestril",0,0,0,1,0,5,0,-1,286.370,0.000,548.481,293.046,72.454,182.981,0.000,968.991,1.000,2.750,0.0000000,0.0050138,0.8634092,31.162,9.281,13.054,5.847,4.429,-4.457,-4.727,-2.807,515.731,-0.386,307.575,-1.730,0.000,0.000,2,0.355,3,82.321,0.000,0.000,50.182,3,0,10,0,10,0,21
"Nomegestrol",0,0,0,0,0,2,0,0,328.450,0.000,568.091,424.591,113.225,30.275,0.000,1055.903,1.000,4.750,0.0000000,0.0083613,0.8827337,35.108,9.378,16.323,7.765,3.193,-4.604,-4.917,-3.574,835.966,-0.526,407.610,-3.308,0.000,0.000,5,0.506,3,72.656,0.000,0.000,69.779,3,0,17,0,17,12,24
"Norfenefrine",0,1,0,0,0,5,0,-1,153.180,0.000,362.325,62.964,147.605,151.756,0.000,565.340,4.000,3.450,0.0000000,0.0190437,0.9125837,14.710,6.531,12.124,10.781,-0.422,0.459,0.170,-4.396,98.415,-0.521,44.653,-5.288,0.000,0.000,5,-0.789,3,72.153,0.000,0.000,66.308,3,0,6,0,6,0,11
"Pregnenolone",0,0,0,0,0,2,2,0,358.520,0.000,645.727,541.953,75.058,28.716,0.000,1198.953,0.000,4.000,0.0000000,0.0000000,0.8452484,40.818,10.091,16.051,5.478,4.683,-6.034,-5.974,-4.173,1923.654,-0.257,1003.362,-2.610,0.000,0.000,3,0.944,2,81.728,0.000,0.000,59.579,3,0,17,0,17,15,26
"Rupatadine",1,1,0,0,0,2,0,2,415.964,0.000,728.912,305.979,33.401,317.917,71.614,1324.727,0.000,4.500,0.0000000,0.0000000,0.8002779,48.613,13.551,18.733,7.880,5.633,-6.441,-5.944,-7.006,1191.398,0.670,1632.077,-2.886,0.000,0.000,9,1.175,2,100.000,0.000,0.000,26.264,3,1,27,0,24,6,30
"Thiouracil",6,0,0,0,0,0,0,0,128.148,0.000,272.675,0.000,101.682,90.213,80.780,404.630,2.000,3.000,0.0000000,0.0155593,0.9702681,10.901,4.769,8.362,7.593,0.274,-0.918,-0.987,-2.443,1075.598,0.042,1482.761,-3.076,0.000,0.000,0,-0.705,3,79.258,0.000,0.000,64.965,3,0,6,0,6,0,8
"Unithiol",1,0,0,1,0,6,2,-1,188.274,0.000,348.603,89.327,131.141,0.000,128.136,538.622,1.800,4.000,0.0000000,0.0153945,0.9183812,11.549,5.516,8.884,6.748,1.101,-1.127,-1.926,-1.045,143.183,-0.520,387.554,-3.360,0.000,0.000,2,-0.969,3,56.531,0.000,0.000,61.779,3,0,0,0,0,0,9
"Imipraminoxide",0,0,0,0,0,4,0,1,296.411,0.000,585.906,260.879,24.765,300.261,0.000,1031.752,0.000,3.500,0.0000000,0.0000000,0.8427932,35.436,10.082,13.088,5.905,4.502,-2.836,-2.682,-5.508,5768.328,0.090,3288.175,-0.534,0.000,0.000,5,0.507,3,100.000,0.000,0.000,16.914,3,0,15,0,12,2,22
"Epimestrol",0,0,0,0,0,3,0,0,302.413,0.000,535.051,366.242,73.231,95.578,0.000,973.499,2.000,4.150,0.0000000,0.0109690,0.8878231,31.792,9.047,15.310,8.510,3.117,-3.988,-4.365,-3.803,2001.919,-0.237,1047.558,-2.244,0.000,0.000,5,0.313,3,86.437,0.000,0.000,46.592,3,0,17,0,17,11,22
"Riluzole",0,0,0,0,0,2,0,1,234.196,0.000,392.625,2.054,89.666,131.863,169.040,624.169,2.000,2.000,0.0000000,0.0072039,0.8996132,18.800,5.590,10.598,6.688,2.292,-2.938,-3.534,-3.785,1398.282,0.119,5994.097,-2.516,0.000,0.000,1,-0.247,3,84.805,121.084,0.000,47.610,3,0,9,0,9,0,15
"Clostebol",0,0,0,0,0,1,1,0,364.911,0.000,601.112,449.888,93.435,0.000,57.789,1128.630,0.000,4.000,0.0000000,0.0000000,0.8721219,38.372,9.831,15.978,5.541,4.284,-5.603,-6.133,-3.601,1287.816,-0.174,1347.894,-3.146,0.000,0.000,2,0.782,2,75.478,0.000,0.000,63.821,3,0,17,0,17,14,25
"Oxymesterone",0,0,0,0,0,2,0,0,318.455,0.000,539.638,413.081,125.027,1.530,0.000,1009.389,2.000,3.500,0.0000000,0.0091723,0.9017814,32.972,9.146,16.382,7.814,3.119,-4.399,-4.977,-3.129,646.048,-0.582,308.510,-3.626,0.000,0.000,4,0.555,3,67.983,0.000,0.000,67.341,3,0,17,0,17,14,23
"Oxymetholone",0,0,0,0,0,3,0,0,332.482,0.000,566.823,426.920,120.361,19.542,0.000,1063.068,1.000,3.450,0.0000000,0.0060866,0.8887064,34.650,9.441,15.678,6.236,3.710,-4.870,-5.546,-3.426,715.347,-0.633,344.429,-3.381,0.000,0.000,3,0.733,3,70.255,0.000,0.000,64.180,3,0,17,0,17,15,24
"Stanozolol",0,0,0,0,0,1,0,0,328.497,0.000,562.824,411.228,99.972,51.625,0.000,1057.502,2.000,2.250,0.0000000,0.0056536,0.8918935,36.018,9.713,16.579,7.030,4.118,-5.304,-5.682,-3.527,1116.527,-0.335,557.303,-3.084,0.000,0.000,3,0.919,3,77.204,0.000,0.000,50.640,3,0,20,0,20,15,24
"Alfaxalone",0,0,0,0,0,2,2,0,332.482,0.000,565.380,465.258,100.122,0.000,0.000,1069.855,1.000,5.700,0.0000000,0.0100817,0.8947625,35.377,9.245,16.755,8.399,2.953,-4.227,-4.622,-3.235,1112.873,-0.391,555.331,-3.173,0.000,0.000,4,0.367,3,73.871,0.000,0.000,66.165,3,0,17,0,17,16,24
"Ethoheptazine",0,1,0,0,0,2,0,2,261.363,0.000,539.048,345.333,29.556,164.159,0.000,948.277,0.000,4.000,0.0000000,0.0000000,0.8659540,32.080,8.431,12.252,5.833,2.994,-2.793,-2.359,-5.210,1295.758,0.579,724.194,-3.357,0.000,0.000,2,0.216,3,100.000,0.000,0.000,30.388,3,0,13,0,6,6,19
"Fentanyl",0,1,0,0,0,6,0,1,336.476,0.000,672.186,287.338,24.904,359.944,0.000,1203.803,0.000,5.000,0.0000000,0.0000000,0.8141651,41.607,12.121,15.854,7.556,4.436,-4.141,-3.728,-6.982,1434.272,0.350,808.220,-2.197,0.000,0.000,4,0.520,3,100.000,0.000,0.000,28.877,3,0,18,0,18,5,25
"Ketobemidone",0,1,0,0,0,3,0,1,247.336,0.000,500.584,301.311,79.710,119.563,0.000,874.483,1.000,4.750,0.0000000,0.0094889,0.8834636,28.058,8.071,13.085,7.761,1.869,-2.055,-1.829,-4.714,433.417,0.100,221.701,-4.342,0.000,0.000,4,-0.015,3,86.412,0.000,0.000,48.209,3,0,12,0,12,5,18
"Meperidine",0,1,0,0,0,2,0,2,247.336,0.000,522.526,318.106,37.119,167.302,0.000,904.772,0.000,4.000,0.0000000,0.0000000,0.8657973,30.369,8.083,11.714,5.866,2.662,-2.480,-2.012,-5.228,1098.507,0.511,605.805,-3.485,0.000,0.000,2,0.090,3,100.000,0.000,0.000,32.973,3,0,12,0,12,5,18
"Methopholine",1,1,0,0,0,5,0,2,345.868,0.000,617.131,367.840,0.256,177.435,71.600,1117.779,0.000,3.500,0.0000000,0.0000000,0.8440304,37.064,10.366,13.535,4.783,4.835,-4.358,-4.700,-5.628,2456.807,0.834,3567.812,-2.482,0.000,0.000,6,0.714,3,100.000,0.000,0.000,19.364,3,0,16,0,16,3,24
"Oxetorone",1,1,0,0,0,3,0,2,319.402,0.000,606.790,251.178,6.136,349.477,0.000,1069.734,0.000,3.250,0.0000000,0.0000000,0.8336371,38.068,10.644,13.669,6.138,4.531,-4.306,-4.168,-6.617,2160.788,0.722,1258.652,-2.176,0.000,0.000,3,0.727,3,100.000,0.000,0.000,20.430,3,0,18,0,15,1,24
"Propoxyphene",0,1,0,0,0,8,1,1,339.477,0.000,610.707,278.562,30.015,302.130,0.000,1149.261,0.000,4.000,0.0000000,0.0000000,0.8688495,37.588,11.285,14.451,5.623,4.464,-3.174,-4.295,-5.821,1282.830,0.215,716.387,-2.303,0.000,0.000,4,0.545,3,100.000,0.000,0.000,27.392,3,0,12,0,12,0,25
"Tilidine",0,1,0,0,0,3,0,2,273.374,0.000,546.011,306.228,28.058,211.726,0.000,973.417,0.000,4.000,0.0000000,0.0000000,0.8699530,32.898,9.012,12.610,5.942,3.224,-2.762,-2.657,-5.372,1338.834,0.534,750.251,-3.065,0.000,0.000,4,0.246,3,100.000,0.000,0.000,30.396,3,0,12,0,12,4,20
"Tramadol",0,1,0,0,0,4,0,2,263.379,0.000,530.741,391.921,27.458,111.361,0.000,937.310,1.000,3.500,0.0000000,0.0065946,0.8727132,29.852,8.195,12.205,5.970,3.112,-2.829,-2.681,-4.849,1356.480,0.481,760.945,-3.312,0.000,0.000,4,0.334,3,100.000,0.000,0.000,29.844,3,0,12,0,12,6,19
"Viminol",0,1,0,0,0,10,0,1,362.942,0.000,669.105,311.343,31.793,271.696,54.273,1237.717,1.000,3.700,0.0000000,0.0055298,0.8332043,39.553,12.461,16.012,6.316,5.292,-4.500,-4.966,-6.253,1233.977,0.187,1362.172,-2.251,0.000,0.000,3,0.852,3,100.000,0.000,0.000,22.083,3,1,11,0,11,0,25
"Diclofenac",0,0,0,1,0,4,0,-1,296.152,0.000,487.000,25.717,89.646,277.212,94.425,836.535,2.000,2.500,0.0000000,0.0072598,0.8816419,27.403,9.764,13.680,7.929,3.838,-3.820,-4.819,-2.962,354.316,-0.215,674.519,-1.811,0.000,0.000,4,-0.008,3,84.208,0.000,0.000,57.025,3,0,12,0,12,0,19
"Diflunisal",1,0,0,1,0,3,0,-1,250.201,0.000,453.522,0.000,144.217,229.702,79.603,744.588,1.000,1.750,0.0000000,0.0038587,0.8760130,23.912,7.441,11.607,5.908,3.262,-3.738,-4.252,-2.826,107.619,-0.675,154.327,-3.080,0.000,0.000,1,0.005,3,68.059,79.603,0.000,69.215,3,0,12,0,12,0,18
"Flufenamic",1,0,0,1,0,3,0,-1,281.234,0.000,496.878,0.758,103.370,275.821,116.930,826.554,1.000,1.500,0.0000000,0.0030188,0.8572271,27.632,7.961,12.307,5.815,4.360,-4.769,-5.099,-3.350,262.569,-0.268,648.038,-2.165,0.000,0.000,3,0.274,3,80.821,116.930,0.000,57.660,3,0,12,0,12,0,20
"Mefenamic",1,0,0,1,0,3,0,-1,241.289,0.000,490.219,137.767,90.421,262.031,0.000,829.488,1.000,1.500,0.0000000,0.0030599,0.8709273,27.618,8.636,11.620,5.577,4.009,-4.137,-4.133,-3.063,348.370,-0.412,201.274,-1.975,0.000,0.000,5,0.284,3,83.052,0.000,0.000,55.481,3,0,12,0,12,0,18
"Phenyramidol",0,0,0,0,0,5,0,0,214.266,0.000,478.540,44.657,67.345,366.537,0.000,781.595,2.000,3.200,0.0000000,0.0094569,0.8575012,25.415,8.871,12.268,8.800,2.619,-2.938,-2.695,-5.586,2276.482,-0.348,1203.678,-0.989,0.000,0.000,4,-0.141,3,100.000,0.000,0.000,41.159,3,0,12,0,12,0,16
"Oxandrolone",0,0,0,0,0,1,1,0,306.444,0.000,513.120,417.965,95.155,0.000,0.000,968.361,1.000,3.750,0.0000000,0.0073082,0.9225091,31.958,8.439,14.688,6.539,3.152,-4.143,-4.804,-2.786,1240.340,-0.242,624.391,-3.177,0.000,0.000,2,0.516,3,75.064,0.000,0.000,58.229,3,0,17,0,17,15,22
"Danazol",0,0,0,0,0,2,0,0,337.461,0.000,580.624,358.057,97.722,124.845,0.000,1074.029,1.500,2.250,0.0000000,0.0047461,0.8735359,36.737,10.183,16.117,6.602,4.437,-5.588,-6.032,-4.174,1172.736,-0.411,587.689,-2.689,0.000,0.000,3,0.978,2,82.421,0.000,0.000,47.407,3,0,20,0,20,13,25
"Amolanone",0,1,0,0,0,5,0,1,309.407,0.000,596.071,236.286,43.632,316.153,0.000,1066.803,0.000,4.500,0.0000000,0.0000000,0.8470774,36.348,10.671,14.257,6.930,3.605,-3.123,-3.304,-6.240,952.878,0.255,519.483,-2.792,0.000,0.000,2,0.299,3,100.000,0.000,0.000,39.346,3,0,15,0,15,1,23
"Aminorex",0,0,1,0,0,1,0,0,162.191,0.000,368.467,67.258,96.441,204.768,0.000,583.519,2.000,3.000,0.0000000,0.0115143,0.9165086,18.512,6.324,10.474,8.318,1.124,-1.814,-0.434,-3.860,1206.008,-0.262,605.731,-4.542,0.000,0.000,2,-0.403,3,87.834,0.000,0.000,48.305,3,0,11,0,11,2,12
"Cloforex",0,0,0,0,0,4,0,1,255.744,0.000,534.124,282.298,52.204,128.015,71.607,892.016,1.000,2.500,0.0000000,0.0046806,0.8390190,28.199,8.402,11.538,5.300,3.867,-4.757,-4.096,-4.747,3168.450,0.004,4245.872,-1.647,0.000,0.000,1,0.387,3,93.562,0.000,0.000,43.545,3,0,6,0,6,0,17
"Benfluorex",0,1,0,0,0,7,1,1,351.368,0.000,653.168,167.830,59.592,318.878,106.868,1131.251,1.000,3.500,0.0000000,0.0053585,0.8038588,37.669,10.920,15.643,7.271,4.750,-5.003,-4.771,-6.953,672.499,0.188,1372.167,-2.885,0.000,0.000,3,0.716,3,100.000,106.868,0.000,46.560,3,0,12,0,12,0,25
"Lucanthone",0,1,0,0,0,6,0,1,340.482,0.000,652.727,342.590,35.820,249.969,24.349,1151.744,0.000,4.000,0.0000000,0.0000000,0.8140866,38.473,11.098,14.342,5.859,4.472,-4.402,-4.320,-6.459,1130.105,0.300,849.233,-2.786,0.000,0.000,5,0.637,3,100.000,0.000,0.000,39.285,3,0,14,0,14,0,24
"Triclabendazole",2,0,0,0,0,3,0,2,359.657,0.000,570.107,89.747,37.802,211.669,230.889,965.332,1.000,2.000,0.0000000,0.0035081,0.8285654,32.574,10.717,13.552,5.642,5.342,-6.441,-6.803,-5.315,4339.360,0.582,10000.000,-1.183,0.000,0.000,0,0.725,2,100.000,0.000,0.000,32.655,3,1,15,0,15,0,21
"Chlorbetamide",1,0,0,0,1,5,0,1,331.025,0.000,502.120,85.578,65.741,103.954,246.847,866.213,1.000,4.700,0.0000000,0.0093603,0.8752007,26.294,9.476,13.225,9.224,2.756,-3.144,-4.354,-2.673,1413.853,0.296,10000.000,-1.885,0.000,0.000,3,-0.437,3,88.772,0.000,27.899,44.939,3,0,6,0,6,0,18
"Diloxanide",0,0,0,0,0,2,0,1,234.082,0.000,429.973,73.886,85.965,146.355,123.767,702.298,1.000,3.750,0.0000000,0.0087215,0.8886652,22.065,7.487,11.153,7.095,2.186,-3.086,-3.114,-4.031,1515.973,0.021,3695.295,-2.396,0.000,0.000,2,-0.238,3,86.620,0.000,0.000,49.539,3,0,6,0,6,0,14
"Penbutolol",0,1,0,0,0,7,0,1,291.433,0.000,631.885,455.759,36.452,139.673,0.000,1105.267,2.000,3.450,0.0000000,0.0077214,0.8181604,34.918,10.160,14.765,7.221,3.953,-3.995,-3.158,-5.867,1114.607,0.177,615.407,-3.090,0.000,0.000,5,0.572,3,100.000,0.000,0.000,36.207,3,0,11,0,11,5,21
"Bepridil",1,1,0,0,0,10,0,1,366.545,0.000,781.469,382.693,0.001,398.775,0.000,1371.149,0.000,4.700,0.0000000,0.0000000,0.7637941,46.107,13.984,16.234,6.736,5.892,-5.718,-4.621,-7.982,2470.520,0.359,1454.747,-1.217,0.000,0.000,5,0.917,3,100.000,0.000,0.000,7.671,3,1,17,0,17,4,27
"Bunaftine",0,1,0,0,0,9,0,1,326.481,0.000,640.633,389.685,27.170,223.777,0.000,1189.496,0.000,5.000,0.0000000,0.0000000,0.8474836,37.808,11.044,14.601,5.907,4.167,-3.054,-3.480,-5.793,1365.039,0.167,766.135,-2.430,0.000,0.000,1,0.351,3,100.000,0.000,0.000,27.658,3,0,10,0,10,0,24
"Indecainide",0,1,0,0,1,6,0,0,308.422,0.000,608.739,236.416,95.616,276.706,0.000,1071.621,3.000,4.000,0.0000000,0.0113812,0.8319453,35.522,11.459,17.708,13.178,2.453,-2.299,-2.483,-4.923,166.898,-0.321,152.311,-3.793,0.000,0.000,1,0.022,3,92.627,0.000,33.118,60.871,3,0,13,0,13,1,23
"Lorcainide",0,1,0,0,0,5,0,2,370.921,0.000,654.662,302.874,20.148,273.633,58.007,1208.247,0.000,5.000,0.0000000,0.0000000,0.8380152,41.603,11.921,16.310,7.135,4.618,-4.224,-4.582,-6.184,1591.244,0.612,1879.504,-2.509,0.000,0.000,3,0.576,3,100.000,0.000,0.000,27.984,3,0,18,0,18,5,26
"Pilsicainide",0,1,0,0,0,3,0,2,272.389,0.000,543.527,388.465,26.807,128.254,0.000,974.049,1.000,3.500,0.0000000,0.0064394,0.8743089,32.126,8.667,13.145,6.332,3.369,-3.219,-2.893,-4.904,1375.899,0.547,772.726,-3.336,0.000,0.000,4,0.477,3,100.000,0.000,0.000,34.746,3,0,14,0,14,7,20
"Pirmenol",0,1,0,0,0,7,0,1,338.492,0.000,650.416,305.167,34.792,310.456,0.000,1189.586,1.000,3.750,0.0000000,0.0057655,0.8347781,39.923,11.929,16.096,7.247,4.781,-4.395,-4.359,-6.412,1155.748,0.207,639.996,-2.458,0.000,0.000,5,0.836,3,100.000,0.000,0.000,31.542,3,0,18,0,18,5,25
