molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm,logPow
bisphenolA,1,0,0,0,0,4,0,0,228.29,2.602,472.06,115.316,109.321,247.424,0,803.283,2,1.5,0.008429,0.0044937,0.8852789,25.788,8.72,12.05,6.806,2.938,-3.372,-3.558,-4.568,910.35,-0.608,446.95,-2.279,8.862,-0.25,2,0.204,3,87.463,0,0,45.032,2,0,12,0,12,0,17,3.32
testosterone,0,0,0,0,0,1,0,0,288.429,3.921,520.511,394.62,96.711,29.179,0,959.458,1,3.7,0.0160226,0.0071084,0.9038286,31.88,8.469,13.801,6.717,3.133,-4.29,-4.398,-3.227,1198.919,-0.286,601.884,-3.103,9.704,0.459,3,0.495,3,76.554,0,0,50.303,2,0,17,0,17,14,21,3.32
Naproxen,0,0,0,1,0,3,0,-1,230.263,3.833,455.949,167.372,93,195.576,0,773.104,1,2.75,0.0190053,0.0060314,0.8934584,24.727,7.768,10.927,6.291,3.068,-3.13,-3.401,-2.381,329.29,-0.394,189.386,-2.257,8.522,0.738,2,-0.085,3,78.188,0,0,56.558,3,0,10,0,10,0,17,3.34
Naphthalene,8,0,0,0,0,0,0,1,128.173,0,335.267,0,0,335.267,0,518.5,0,0,0,0,0.930978,17.798,5.557,5.217,2.212,3.304,-3.721,-3.721,-4.248,9906.038,0.192,5899.293,-0.338,8.546,0.652,0,0.123,3,100,0,0,0,0,0,10,0,10,0,10,3.35
flutamide13311-84-7,0,0,0,0,0,3,0,0,276.215,9.924,502.83,177.399,116.612,104.951,103.868,823.32,1,3.5,0.1196119,0.0069606,0.8448699,25.871,6.837,13.474,6.723,2.683,-4.172,-4.19,-4.543,776.369,-0.452,1394.807,-3.011,9.867,1.596,3,0.062,3,76.611,103.868,0,75.53,5,0,6,0,6,0,19,3.35
fenfluramine,2,1,0,0,0,4,0,2,231.26,3.092,484.94,235.187,9.776,123.944,116.033,801.895,1,1.5,0.0119213,0.0030932,0.860773,24.553,6.004,10.026,3.896,3.627,-3.164,-2.685,-5.102,1995.705,0.918,4991.475,-2.942,9.252,0.457,3,0.324,3,100,116.033,0,12.408,1,0,6,0,6,0,16,3.36
methylcyclopentane,14,0,0,0,0,0,0,2,84.161,0.065,297.869,297.869,0,0,0,444.011,0,0,0.0000096,0,0.9449341,11.615,2.523,2.534,-0.993,3.429,-3.304,-3.304,-2.423,9906.038,0.788,5899.293,-0.178,11.218,-3.435,0,-0.093,3,100,0,0,0,0,0,5,0,5,5,6,3.37
pentane,13,0,0,0,0,2,0,2,72.15,0.02,301.334,301.334,0,0,0,438.765,0,0,0.0000009,0,0.926698,10.121,2.245,1.915,-1.54,3.381,-3.25,-3.25,-2.718,9906.038,0.795,5899.293,-0.214,11.4,-3.343,0,-0.193,3,100,0,0,0,0,0,0,0,0,0,5,3.39
chlorpheniramine,0,1,0,0,0,5,0,2,274.792,2.082,544.925,185.291,16.034,271.985,71.615,947.507,0,3,0.004577,0,0.8561502,31.152,9.553,11.625,4.867,3.969,-3.251,-3.185,-5.883,1740.797,0.691,2458.997,-2.439,8.903,0.159,4,0.354,3,100,0,0,16.289,2,0,12,0,12,0,19,3.39
desmedipham,0,0,0,0,0,4,0,-2,300.313,3.919,629.64,146.332,126.012,357.296,0,1027.052,2,5.5,0.0149512,0.0123534,0.7818696,35.792,11.54,17.763,11.986,2.812,-5.05,-3.825,-6.766,632.302,-1.052,301.421,-2.199,8.822,0.168,2,0.125,3,90.469,0,0,91.075,6,0,12,0,12,0,22,3.39
acridine260-94-6,3,0,0,0,0,0,0,1,179.221,1.988,401.622,0,15.482,386.14,0,647.049,0,1,0.0061054,0,0.9008219,23.429,7.105,7.919,4.403,3.374,-3.304,-3.01,-4.978,7064.483,0.436,4093.6,-0.445,8.282,1.486,0,0.229,3,100,0,0,11.677,1,0,14,0,14,0,14,3.4
sulindac,1,0,0,1,0,5,0,-1,356.411,2.571,618.651,191.28,133.469,222.97,70.931,1092.718,1,6,0.006051,0.0096985,0.8293253,36.495,10.953,17.037,12.429,3.756,-3.562,-3.758,-3.55,5.418,-0.858,178.281,-2.714,8.659,2.057,3,0.048,2,70.212,47.185,0,68.923,3,0,15,0,15,0,25,3.42
quinidine56-54-2,0,1,0,0,0,5,0,1,324.422,5.603,567.965,303.887,52.468,211.61,0,1054.147,1,5.45,0.0297845,0.0095957,0.8819502,34.843,10.209,15.883,8.612,3.002,-2.651,-3.329,-5.177,785.674,0.211,421.696,-3.324,8.581,0.757,4,0.239,3,100,0,0,44.193,4,0,18,0,18,7,24,3.44
quinine130-95-0,0,1,0,0,0,5,0,1,324.422,3.742,583.595,342.481,42.481,198.633,0,1050.224,1,5.45,0.0133318,0.0093387,0.8561994,34.562,9.928,15.402,8.494,3.019,-2.921,-3.329,-5.532,977.132,0.274,533.79,-3.185,8.562,0.74,4,0.217,3,100,0,0,40.257,4,0,18,0,18,7,24,3.44
diphenylamine,2,0,0,0,0,2,0,1,169.226,1.497,408.81,0,13.027,395.784,0,651.724,1,0.5,0.0034392,0.0012231,0.88924,22.424,7.333,8.626,5,3.431,-3.097,-2.751,-5.212,7453.628,0.333,4337.867,-0.173,7.848,0.073,4,0.159,3,100,0,0,11.365,1,0,12,0,12,0,13,3.5
droperidol548-73-2,0,1,0,0,0,5,0,1,379.433,5.017,701.136,181.908,122.823,349.41,46.995,1223.085,1,6,0.0205784,0.0085575,0.7888612,42.92,12.887,19.391,10.907,3.644,-4.987,-4.394,-7.341,169.072,-0.54,144.98,-4.135,8.38,0.79,4,0.538,3,90.732,46.995,0,76.579,5,0,21,0,21,3,28,3.5
ibuprofen,0,0,0,1,0,4,0,-1,206.284,2.932,457.86,267.323,92.541,97.996,0,777.774,1,2,0.0110492,0.0043681,0.8933078,23.34,7.122,9.734,4.669,3.279,-3.23,-3.115,-1.918,332.606,-0.451,191.448,-2.496,9.513,-0.082,2,0.015,3,72.065,0,0,48.326,2,0,6,0,6,0,15,3.5
epinastine80012-43-7,0,0,1,0,0,1,0,0,249.315,4.192,474.176,90.469,74.817,308.891,0,813.774,2,2,0.0215974,0.0059649,0.8889852,28.721,9.039,13.568,8.149,3.139,-3.786,-2.681,-4.801,1933.806,-0.128,1009.087,-3.777,8.132,0.173,3,0.292,3,100,0,0,38.715,3,0,18,0,17,3,19,3.51
tetracaine94-24-6,0,1,0,0,0,8,1,1,264.367,5.601,623.991,413.514,74.354,136.122,0,1041.816,1,5,0.030109,0.0080129,0.7964909,31.703,9.539,14.125,7.277,2.83,-3.301,-2.12,-6.2,487.193,-0.302,251.577,-3.705,8.546,0.207,3,0.128,3,88.757,0,0,53.718,4,0,6,0,6,0,19,3.51
pericyazine2622-26-6,1,1,0,0,0,6,0,1,365.492,5.957,660.721,235.287,123.987,266.999,34.449,1174.551,1,5.7,0.0302146,0.0086269,0.8148196,39.549,12.356,18.053,9.736,3.324,-5.168,-5.191,-6.528,164.83,-0.56,120.406,-4.351,7.859,0.867,7,0.438,3,85.189,0,0,56.223,4,0,20,0,20,5,26,3.52
flavone525-82-6,1,0,0,0,0,0,0,1,222.243,4.713,459.043,0,54.375,404.667,0,758.392,0,2.5,0.0292842,0,0.8761423,28.061,8.473,10.847,6.409,3.123,-3.607,-3.336,-5.466,3021.756,0.091,1634.758,-1.096,9.126,1.015,0,0.151,3,100,0,0,35.052,2,0,16,0,16,0,17,3.56
3-methylpentane,13,0,0,0,0,2,0,2,86.177,0.027,317.358,317.358,0,0,0,482.353,0,0,0.0000015,0,0.9372578,11.866,2.864,2.54,-1.739,3.78,-3.702,-3.702,-2.547,9906.038,0.827,5899.293,0.085,11.505,-3.292,0,-0.067,3,100,0,0,0,0,0,0,0,0,0,6,3.6
phencyclidine,5,1,0,0,0,0,0,1,243.391,0.278,496.346,339.116,0,157.23,0,886.582,0,1,0.0000871,0,0.8992082,30.829,7.756,10.026,2.968,4.094,-3.88,-3.88,-4.639,2470.586,0.414,1454.789,-3.028,8.709,-0.221,1,0.924,3,100,0,0,1.077,1,0,18,0,18,11,18,3.63
stanolone,0,0,0,0,0,1,1,0,290.445,4.213,519.358,425.282,94.076,0,0,968.653,1,3.7,0.0183236,0.0071242,0.9116131,31.969,8.372,13.829,6.497,3.178,-4.269,-4.445,-2.962,1269.927,-0.251,640.505,-3.157,10.486,-0.788,3,0.522,3,75.324,0,0,49.927,2,0,17,0,17,16,21,3.66
2;4;6-trichlorophenol,4,0,0,0,0,1,0,2,197.448,1.333,345.786,0,41.961,97.507,206.319,530.361,1,0.75,0.0033478,0.002169,0.9163722,15.36,5.832,7.055,3.555,2.797,-2.929,-3.351,-3.35,3962.668,0.676,10000,-1.853,9.186,0.517,1,-0.176,3,94.075,0,0,20.759,1,0,6,0,6,0,10,3.69
mefenamicacid61-68-7,2,0,0,1,0,3,0,-1,241.289,0.72,486.606,135.39,90.365,260.85,0,828.823,1,1.5,0.0006251,0.0030826,0.8769249,27.58,8.656,11.06,5.56,4.004,-4.071,-4.133,-2.96,348.791,-0.401,201.537,-1.978,8.011,0.53,5,0.283,3,82.99,0,0,55.469,3,0,12,0,12,0,18,3.69
2;2-paracyclophane,7,0,0,0,0,0,0,2,208.302,0.005,376.681,173.054,0,203.627,0,702.17,0,0,0,0,1.0142681,23.891,7.353,7.328,-0.514,3.915,-5.125,-5.125,-2.272,9906.038,0.538,5899.293,-0.802,8.993,-0.215,4,0.656,3,100,0,0,0,0,0,16,0,12,4,16,3.7
lindane,8,0,0,0,0,0,6,1,290.831,3.84,392.981,83.005,0,0,309.975,654.561,0,0,0.0225223,0,0.9277421,20.042,6.78,7.314,0.773,4.617,-4.629,-4.629,-2.701,9906.038,0.358,10000,-1.52,10.587,0.173,0,0.518,3,100,0,0,0,0,0,6,0,6,6,12,3.72
terbutyrne886-50-0,1,0,0,0,0,5,0,0,241.354,4.169,532.612,423.918,41.194,20.934,46.566,882.175,2,4,0.0196975,0.010621,0.8352003,26.14,7.505,13.039,7.206,2.891,-3.863,-3.036,-4.298,4029.561,-0.017,4014.68,-1.725,8.8,0.461,0,-0.012,3,89.369,0,0,51.657,5,0,6,0,6,0,16,3.74
flecainide54143-55-4,1,1,0,0,0,7,0,2,414.347,6.988,655.465,269.211,61.482,99.649,225.123,1158.764,2,4,0.042136,0.0086303,0.8139771,36.677,9.109,18.07,7.797,4.713,-5.226,-5.848,-5.743,645.306,0.474,5832.214,-3.692,9.273,0.764,2,0.619,2,89.521,225.123,0,60.567,5,0,12,0,12,5,28,3.78
verapamil,0,1,0,0,0,14,0,1,454.608,1.618,839.172,640.373,49.994,148.806,0,1553.465,0,6.5,0.0016845,0,0.7730037,48.447,14.225,18.689,6.405,5.566,-6.217,-6.916,-6.641,829.285,-0.44,447.052,-2.635,8.936,0.149,6,0.795,2,95.421,0,0,60.91,6,1,12,0,12,0,33,3.79
captafol2425-06-1,2,0,0,0,0,2,3,2,349.059,4.566,499.824,140.577,60.514,81.45,217.283,861.584,0,3.5,0.024195,0,0.8760844,27.82,8.805,11.771,4.97,3.717,-4.478,-5.986,-3.926,2642.686,0.451,10000,-2.156,10.023,1.723,4,0.098,3,88.591,0,0,52.334,3,0,9,0,9,4,18,3.8
neburon,1,0,0,0,1,4,0,1,275.177,8.666,533.931,252.707,34.421,117.291,129.512,895.432,1,2,0.0838685,0.0037458,0.8414629,28.233,8.653,12.708,5.987,3.797,-4.569,-4.112,-3.282,3341.01,0.316,10000,-1.357,8.69,0.255,0,0.169,3,100,0,18.292,35.107,3,0,6,0,6,0,17,3.8
diazinon,2,0,0,0,0,7,2,1,304.343,5.241,590.054,485.593,1.855,49.795,52.811,1021.621,0,3.5,0.0268832,0,0.831381,30.712,8.403,11.391,3.412,4.503,-4.657,-4.878,-4.498,9512.738,0.253,10000,-0.706,8.874,1.266,2,0.35,3,100,0,0,38.764,5,0,6,0,6,0,19,3.81
parathion,1,0,0,0,0,7,2,0,291.258,8.859,544.566,266.981,97.005,129.147,51.434,903.008,0,2.5,0.0869085,0,0.8296763,26.723,8.434,10.842,3.504,3.645,-4.312,-5.047,-4.904,1191.249,-0.672,1143.544,-2.18,9.299,1.604,1,0.273,3,82.868,0,0,66.385,6,0,6,0,6,0,18,3.83
felodipine,1,0,0,0,0,3,2,0,384.258,12.302,646.155,366.772,67.338,109.278,102.768,1149.27,0,3.5,0.1316733,0,0.8211888,38.957,10.857,16.515,5.297,5.142,-6.589,-6.859,-4.946,2276.87,-0.031,4400.998,-2.088,8.303,0.716,5,0.891,2,88.729,0,0,75.041,5,1,12,0,12,1,25,3.86
progesterone,0,0,0,0,0,1,1,0,314.467,3.749,563.822,445.092,89.525,29.205,0,1051.867,0,4,0.013363,0,0.8871499,35.579,8.957,13.716,5.603,3.624,-4.644,-4.882,-3.497,1402.593,-0.255,713.125,-2.971,9.709,0.466,3,0.559,3,78.282,0,0,54.038,2,0,17,0,17,14,23,3.87
hexane,13,0,0,0,0,3,0,2,86.177,0,334.393,334.393,0,0,0,499.391,0,0,0,0,0.9103355,11.905,2.757,2.473,-1.677,3.937,-3.879,-3.879,-2.983,9906.038,0.862,5899.293,0.202,11.375,-3.24,0,-0.06,3,100,0,0,0,0,0,0,0,0,0,6,3.9
domperidone,0,1,0,0,0,4,0,0,425.917,4.782,724.965,209.792,158.061,285.463,71.649,1289.749,2,6,0.0177317,0.0117044,0.7904077,45.62,14.358,22.003,12.463,3.694,-5.622,-5.321,-7.011,78.326,-0.79,86.133,-5.106,8.612,0.392,1,0.725,3,78.18,0,0,95.03,7,0,24,0,24,5,30,3.9
methadone,0,1,0,0,0,7,0,1,309.45,3.199,589.117,287.944,19.823,281.35,0,1086.879,0,4,0.0094177,0,0.8677967,35.535,10.497,13.458,5.581,4.103,-2.927,-3.551,-5.739,1602.574,0.365,911.2,-2.284,9.081,-0.055,4,0.406,3,100,0,0,24.299,2,0,12,0,12,0,23,3.93
sufentanil,0,1,0,0,0,8,0,1,386.551,5.824,688.933,342.61,25.427,277.404,43.491,1278.481,0,6.7,0.0265342,0,0.8268965,42.523,12.53,17.719,8.287,4.161,-3.432,-4.131,-6.382,1417.999,0.339,1381.719,-2.305,9.151,0.404,5,0.198,3,100,0,0,35.269,4,0,17,0,17,5,27,3.95
estradiol,0,0,0,0,0,2,0,0,272.386,2.134,506.441,299.558,94.437,112.446,0,912.079,2,2.45,0.004995,0.0068415,0.8980991,30.137,8.795,13.876,7.247,3.234,-4.087,-4.276,-3.717,1259.946,-0.338,635.065,-2.672,8.871,-0.232,4,0.453,3,82.419,0,0,43.095,2,0,17,0,17,11,20,4.01
azithromycin83905-01-5,7,2,0,0,0,12,3,0,748.993,2.484,997.507,874.239,123.268,0,0,2168.298,5,20.15,0.0028463,0.0451694,0.8121975,72.916,19.637,42.64,27.482,2.225,-2.684,-5.232,-6.023,41.759,-0.608,19.557,-6.764,9.117,-0.323,8,0.048,2,68.308,0,0,137.687,14,2,27,0,12,22,52,4.02
fentanyl,0,1,0,0,0,6,0,1,336.476,4.975,678.858,282.783,31.29,364.785,0,1205.269,0,5,0.0205342,0,0.8068177,41.712,12.222,16.349,7.648,4.407,-4.267,-3.728,-7.124,1247.603,0.28,695.147,-2.298,9.342,-0.112,4,0.525,3,100,0,0,32.177,3,0,18,0,18,5,25,4.05
Biphenyl,7,0,0,0,0,1,0,1,154.211,0,385.442,0,0,385.442,0,612.298,0,0,0,0,0.9047214,21.389,6.658,6.476,2.702,4.191,-4.418,-4.418,-4.912,9906.038,0.192,5899.293,-0.066,8.888,0.366,0,0.353,3,100,0,0,0,0,0,12,0,12,0,12,4.09
rotenone,0,0,0,0,0,3,0,1,394.423,4.099,667.935,433.741,33.756,200.437,0,1193.164,0,5.75,0.0140823,0,0.8145119,41.584,10.958,16.495,7.922,4.28,-5.375,-6.001,-5.489,4740.11,0.043,2659.484,-1.148,8.536,0.511,6,0.416,2,100,0,0,62.155,6,0,21,0,21,5,29,4.1
dibenzofuran,5,0,0,0,0,0,0,0,168.195,1.545,363.212,0,0,363.212,0,583.284,0,0.5,0.0040926,0,0.9295184,20.658,6.435,6.591,3.556,3.394,-4.659,-4.659,-4.405,9906.038,-0.037,5899.293,-0.24,8.914,0.559,0,0.178,3,100,0,0,9.324,1,0,13,0,13,0,13,4.12
flurbiprofen,0,0,0,1,0,3,0,-1,244.265,1.516,480.017,74.862,92.731,279.933,32.491,810.607,1,2,0.0028348,0.0041665,0.8758883,27.034,8.408,11.366,6.193,3.82,-3.934,-4.015,-3.068,331.23,-0.343,287.138,-1.954,9.188,0.62,1,0.144,3,83.64,32.491,0,48.361,2,0,12,0,12,0,18,4.16
fluorene,6,0,0,0,0,0,0,1,166.222,0.56,389.598,51.9,0,337.697,0,625.914,0,0,0.0005003,0,0.9082905,22.12,6.499,6.703,2.662,4.229,-4.331,-4.331,-4.626,9906.038,0.296,5899.293,-0.33,8.695,0.442,1,0.435,3,100,0,0,0,0,0,13,0,13,1,13,4.18
propoxyphene469-62-5,0,1,0,0,0,8,1,1,339.477,2.399,638.773,318.371,35.278,285.124,0,1185.534,0,4,0.004854,0,0.8480624,38.877,11.498,14.582,5.611,4.644,-3.706,-4.295,-6.076,1143.557,0.153,632.702,-2.46,9.139,-0.073,4,0.65,3,100,0,0,31.953,3,0,12,0,12,0,25,4.18
carvedilol72956-09-3,0,1,0,0,0,11,0,0,406.48,4.485,755.052,227.593,80.152,447.306,0,1330.05,3,5.45,0.0151264,0.012502,0.7746409,44.283,15.119,21.88,12.46,4.415,-4.706,-4.863,-8.038,429.255,-0.591,219.401,-2.427,8.051,0.387,5,0.542,3,100,0,0,71.234,6,0,19,0,19,0,30,4.19
perphenazine,1,2,0,0,0,7,0,2,403.969,3.682,695.253,279.377,62.163,246.267,107.445,1247.516,1,6.2,0.0108691,0.0089176,0.8060956,41.629,12.991,18.76,9.555,3.724,-3.525,-3.684,-7.296,158.564,0.565,320.782,-5.251,7.679,0.518,8,0.486,3,100,0,0,36.432,4,0,20,0,20,4,27,4.2
diphenylether,5,0,0,0,0,2,0,0,170.21,1.401,401.075,0,0,401.075,0,642.61,0,0.5,0.0030554,0,0.8979206,22.109,7.029,7.019,3.464,3.918,-4.196,-4.196,-5.096,9906.038,-0.037,5899.293,0.085,9.004,0.009,0,0.265,3,100,0,0,7.476,1,0,12,0,12,0,13,4.21
rifampin13292-46-1,10,1,0,0,0,24,3,-2,822.951,4.245,1062.161,767.446,229.251,65.464,0,2250.767,6,20.85,0.0080043,0.048083,0.7819786,69.136,22.109,43.307,28.31,2.122,-2.698,-7.641,-6.098,16.551,-2.984,6.501,-5.272,8.083,1.298,13,-0.468,2,47.021,0,0,206.212,16,3,19,0,19,5,59,4.24
lovastatin,0,0,0,0,0,7,2,-2,404.545,4.691,671.85,447.665,130.128,94.057,0,1309.11,1,6.7,0.0168115,0.0099725,0.8614102,42.64,12.155,19.272,9.381,3.925,-4.896,-5.899,-4.223,577.963,-1.028,273.522,-2.914,8.427,0.637,6,0.577,3,72.667,0,0,86.536,5,0,16,0,16,10,29,4.26
indomethacin,0,0,0,1,0,4,0,-1,357.793,4.493,596.527,188.666,125.424,210.811,71.626,1055.261,1,5.75,0.0191273,0.0096391,0.8403143,35.522,11.113,16.747,9.713,3.675,-4.734,-5.195,-3.314,162.22,-0.686,217.456,-2.704,8.703,0.94,3,0.046,3,71.369,0,0,84.14,5,0,15,0,15,0,25,4.27
doxepin1668-19-5,1,1,0,0,0,3,0,2,279.381,1.862,565.231,243.242,6.383,315.605,0,988.042,0,2.75,0.00351,0,0.8487691,34.475,9.655,12.36,5.317,4.2,-3.781,-3.422,-6.21,2149.182,0.722,1251.347,-2.3,8.694,0.384,3,0.623,3,100,0,0,13.578,2,0,15,0,12,1,21,4.29
fenoxycarb,0,0,0,0,0,7,0,0,301.341,4.741,642.601,224.535,73.515,344.551,0,1062.872,1,3.75,0.021151,0.0058357,0.78381,35.178,11.221,14.865,7.724,4.257,-5.473,-4.683,-6.673,1989.545,-0.656,1040.561,-0.989,8.745,-0.029,1,0.471,3,100,0,0,63.451,5,0,12,0,12,0,22,4.3
haloperidol,0,1,0,0,0,6,0,1,375.87,3.196,678.285,204.809,75.032,279.819,118.625,1194.349,1,4.75,0.0085502,0.007003,0.8026142,40.464,12.26,17.714,8.627,4.518,-5.203,-4.835,-6.787,480.032,0.115,1105.469,-3.403,9.369,0.761,3,0.679,3,100,46.994,0,50.084,3,0,18,0,18,5,26,4.3
biquinoline119-91-5,3,0,0,0,0,1,0,1,256.306,0.001,517.906,0,15.625,502.281,0,871.369,0,2,0,0,0.8518875,32.873,9.897,11.744,6.238,4.486,-4.822,-4.427,-6.324,7042.506,0.36,4079.836,0.058,8.75,1.232,0,0.57,3,100,0,0,19.839,2,0,20,0,20,0,20,4.31
ketoconazole,1,0,0,0,1,5,1,-1,531.438,6.68,853.689,330.974,83.211,319.571,119.933,1562.805,0,8.25,0.0285537,0,0.7629016,56.231,16.674,24.014,14.155,5.103,-6.631,-7.521,-5.518,850.457,-0.397,3757.339,-1.447,8.962,0.628,1,0.414,2,100,0,34.819,69.92,8,2,28,0,28,7,36,4.35
fluphenazine,0,2,0,0,0,7,0,2,437.522,4.533,725.104,285.299,55.4,235.76,148.645,1303.306,1,6.2,0.0157651,0.0085505,0.7957849,43.761,12.146,19.7,9.524,4.264,-4.234,-4.483,-7.413,183.798,0.72,632.743,-5.163,7.984,0.937,8,0.632,3,100,115.564,0,34.562,4,0,20,0,20,4,30,4.36
Proxicromil,0,0,0,1,0,4,0,-2,302.326,5.581,542.962,296.068,185.212,61.682,0,955.54,1,4.25,0.0326006,0.0078274,0.8640955,30.107,9.095,13.976,7.474,2.813,-4.011,-4.505,-2.218,43.968,-1.331,21.487,-4.332,9.008,1.366,4,0.079,2,47.476,0,0,103.19,5,0,14,0,14,4,22,4.4
imipramine,2,1,0,0,0,4,0,2,280.412,1.505,571.682,284.026,6.272,281.384,0,1015.744,0,2.5,0.0022298,0,0.8548048,34.615,9.698,12.194,4.632,4.463,-3.871,-3.571,-5.949,2154.392,0.664,1254.626,-2.322,8.12,-0.221,6,0.728,3,100,0,0,6.637,2,0,15,0,12,2,21,4.42
cyclooctaneD4d,12,0,0,0,0,0,0,2,112.214,0.054,330.747,330.747,0,0,0,526.055,0,0,0.0000056,0,0.9528482,14.899,3.518,3.697,-1.142,4.181,-4.156,-4.156,-2.295,9906.038,0.854,5899.293,0.386,10.914,-3.468,0,0.145,3,100,0,0,0,0,0,8,0,0,8,8,4.45
Anthracene,6,0,0,0,0,0,0,1,178.233,0,404.487,0,0,404.487,0,656.572,0,0,0,0,0.9031952,23.985,7.246,7.45,3.344,4.528,-5.72,-5.72,-5.027,9906.038,0.192,5899.293,-0.095,7.915,1.27,1,0.524,2,100,0,0,0,0,0,14,0,14,0,14,4.45
diphenylsulfide,6,0,0,0,0,2,0,1,186.271,2.016,419.422,0,0,383.498,35.924,678.953,0,0,0.0059877,0,0.890718,23.396,7.48,7.377,2.908,4.833,-4.789,-4.789,-5.129,9906.038,0.192,9280.891,0.023,8.63,0.388,0,0.504,3,100,0,0,0,0,0,12,0,12,0,13,4.45
Phenanthrene,7,0,0,0,0,0,0,1,178.233,0.031,399.191,0,0,399.191,0,650.198,0,0,0.0000015,0,0.9092455,23.679,7.195,7.347,3.183,4.435,-5.627,-5.627,-4.904,9906.038,0.192,5899.293,-0.113,8.465,0.77,0,0.506,2,100,0,0,0,0,0,14,0,14,0,14,4.46
diclofenac15307-86-5,0,0,0,1,0,4,0,-1,296.152,3.398,495.672,37.366,91.018,265.359,101.929,851.957,2,2.5,0.0135501,0.0071328,0.8768303,27.907,9.867,13.834,7.881,3.938,-4.004,-4.819,-2.983,343.853,-0.217,717.844,-1.878,8.588,0.374,4,0.031,3,83.121,0,0,59.65,3,0,12,0,12,0,19,4.51
promazine,0,1,0,0,0,4,0,2,284.418,2.131,556.968,202.887,8.386,317.072,28.623,968.488,0,2.5,0.0046888,0,0.8499579,33.065,9.695,11.867,4.863,4.291,-3.717,-3.67,-6.198,2057.187,0.714,1712.539,-2.236,8.039,0.303,5,0.591,3,100,0,0,9.472,2,0,14,0,14,0,20,4.55
hexamethylbenzene,6,0,0,0,0,0,0,2,162.274,0,414.579,385.22,0,29.359,0,687.559,0,0,0,0,0.9087218,21.642,4.968,6.038,-0.052,4.437,-4.973,-4.973,-3.149,9906.038,0.963,5899.293,-1.416,8.845,-0.442,6,0.614,3,100,0,0,0,0,0,6,0,6,0,12,4.61
heptane,11,0,0,0,0,4,0,2,100.203,0.019,367.304,367.304,0,0,0,559.908,0,0,0.0000006,0,0.894438,13.685,3.274,3.03,-1.822,4.491,-4.507,-4.507,-3.24,9906.038,0.928,5899.293,0.618,11.367,-3.164,0,0.074,3,100,0,0,0,0,0,0,0,0,0,7,4.66
simvastatin,0,0,0,0,0,7,1,-1,418.572,4.361,687.144,470.394,122.154,94.596,0,1360.439,1,6.7,0.0139827,0.0097505,0.864112,44.699,12.545,19.95,9.367,4.306,-5.164,-6.231,-4.182,687.882,-0.949,330.158,-2.765,8.418,0.62,5,0.716,2,74.618,0,0,84.541,5,0,16,0,16,10,30,4.68
dialifos10311-84-9,2,0,0,0,0,7,3,0,393.839,8.419,635.889,283.954,81.565,171.935,98.435,1126.532,0,4.5,0.0629178,0,0.8234033,36.077,11.152,15.123,5.897,4.465,-5.201,-6.603,-5.209,1668.853,-0.419,2978.407,-1.745,8.973,2.286,0,0.387,2,89.312,0,0,71.627,5,0,9,0,9,0,23,4.69
triclosan3380-34-5,2,0,0,0,0,3,0,1,289.545,2.312,488.671,0,50.866,227.662,210.144,801.687,1,1.25,0.006665,0.002558,0.8540529,26.177,9.219,11.242,4.897,4.446,-5.105,-5.401,-4.979,3262.424,0.433,10000,-1.367,8.94,0.486,1,0.41,3,100,0,0,28.676,2,0,12,0,12,0,17,4.76
Bifonazole,1,0,0,0,0,4,0,1,310.398,5.928,613.95,8.813,32.785,572.352,0,1070.968,0,2,0.0328166,0,0.8245483,39.604,12.403,14.603,6.401,5.751,-6.153,-5.768,-7.101,4841.726,0.001,2721.16,0.277,9.223,0.708,2,1.022,2,100,0,0,15.703,2,1,23,0,23,0,24,4.77
fenclofenac,0,0,0,1,0,4,0,-1,297.137,2.737,516.07,36.467,95.461,252.401,131.742,873.255,1,2.5,0.0085764,0.0048443,0.8561511,28.636,9.893,12.66,6.418,4.343,-4.693,-5.085,-3.256,312.066,-0.223,941.481,-2.006,9.119,0.473,1,0.179,3,81.226,0,0,56.262,3,0,12,0,12,0,19,4.8
promethazine60-87-7,2,1,0,0,0,3,0,2,284.418,2.731,536.151,203.996,4.678,292.749,34.729,943.912,0,2.5,0.007904,0,0.8679586,32.491,9.373,11.766,4.845,4.152,-3.512,-3.67,-5.791,2230.71,0.825,2018.84,-2.349,7.521,0.36,6,0.562,3,100,0,0,8.125,2,0,14,0,14,0,20,4.81
aprinidine37640-71-4,3,1,0,0,0,8,0,1,322.492,2.037,621.592,308.603,0,312.989,0,1143.785,0,3,0.0036286,0,0.8509211,37.473,11.067,13.399,4.534,4.858,-3.904,-3.904,-6.163,2470.586,-0.562,1454.789,-1.711,7.863,-0.101,6,0.796,3,100,0,0,5.484,2,0,15,0,15,3,24,4.86
